0, 8
0, 7
0, 6
0, 5
0, 4
0, 2
0, 1
0, 0
0, 41
0, 38
0, 37
0, 36
0, 35
0, 34
0, 33
0, 32
0, 73
0, 71
0, 70
0, 69
0, 68
0, 67
0, 65
0, 64
0, 103
0, 102
0, 101
0, 100
0, 99
0, 98
0, 97
1, 7
1, 6
1, 4
1, 38
1, 35
1, 34
1, 33
1, 69
1, 67
1, 65
1, 103
1, 101
1, 99
1, 98
4, 9
4, 8
4, 7
4, 6
4, 5
4, 4
4, 3
4, 2
4, 1
4, 0
4, 41
4, 40
4, 39
4, 38
4, 37
4, 36
4, 35
4, 34
4, 33
4, 32
4, 73
4, 72
4, 71
4, 70
4, 69
4, 68
4, 67
4, 66
4, 65
4, 64
4, 105
4, 104
4, 103
4, 102
4, 101
4, 100
4, 99
4, 98
4, 97
4, 96
5, 9
5, 8
5, 7
5, 6
5, 5
5, 4
5, 3
5, 2
5, 1
5, 0
5, 41
5, 40
5, 39
5, 38
5, 37
5, 36
5, 35
5, 34
5, 33
5, 32
5, 73
5, 72
5, 71
5, 70
5, 69
5, 68
5, 67
5, 66
5, 65
5, 64
5, 105
5, 104
5, 103
5, 102
5, 101
5, 100
5, 99
5, 98
5, 97
5, 96
6, 21
6, 20
6, 19
6, 18
6, 17
6, 16
6, 15
6, 14
6, 13
6, 12
6, 11
6, 10
6, 9
6, 8
6, 7
6, 6
6, 5
6, 4
6, 3
6, 2
6, 1
6, 0
6, 53
6, 52
6, 51
6, 50
6, 49
6, 48
6, 47
6, 46
6, 45
6, 44
6, 43
6, 42
6, 41
6, 40
6, 39
6, 38
6, 37
6, 36
6, 35
6, 34
6, 33
6, 32
6, 95
6, 94
6, 93
6, 92
6, 91
6, 90
6, 89
6, 88
6, 87
6, 86
6, 85
6, 84
6, 83
6, 82
6, 81
6, 80
6, 79
6, 78
6, 77
6, 76
6, 75
6, 74
6, 73
6, 72
6, 71
6, 70
6, 69
6, 68
6, 67
6, 66
6, 65
6, 64
6, 127
6, 126
6, 125
6, 124
6, 123
6, 122
6, 121
6, 120
6, 119
6, 118
6, 117
6, 116
6, 115
6, 114
6, 113
6, 112
6, 111
6, 110
6, 109
6, 108
6, 107
6, 106
6, 105
6, 104
6, 103
6, 102
6, 101
6, 100
6, 99
6, 98
6, 97
6, 96
7, 21
7, 20
7, 19
7, 18
7, 17
7, 16
7, 15
7, 14
7, 13
7, 12
7, 11
7, 10
7, 9
7, 8
7, 7
7, 6
7, 5
7, 4
7, 3
7, 2
7, 1
7, 0
7, 53
7, 52
7, 51
7, 50
7, 49
7, 48
7, 47
7, 46
7, 45
7, 44
7, 43
7, 42
7, 41
7, 40
7, 39
7, 37
7, 36
7, 35
7, 34
7, 33
7, 32
7, 95
7, 94
7, 93
7, 92
7, 91
7, 90
7, 89
7, 88
7, 87
7, 86
7, 85
7, 84
7, 83
7, 82
7, 81
7, 80
7, 79
7, 78
7, 77
7, 76
7, 75
7, 74
7, 73
7, 72
7, 71
7, 70
7, 69
7, 68
7, 67
7, 66
7, 64
7, 127
7, 126
7, 125
7, 124
7, 123
7, 122
7, 121
7, 120
7, 119
7, 118
7, 117
7, 116
7, 115
7, 114
7, 113
7, 112
7, 111
7, 110
7, 109
7, 108
7, 107
7, 106
7, 105
7, 104
7, 103
7, 102
7, 101
7, 100
7, 99
7, 98
7, 97
7, 96
8, 9
8, 8
8, 7
8, 6
8, 5
8, 4
8, 3
8, 1
8, 0
8, 41
8, 40
8, 39
8, 38
8, 37
8, 36
8, 35
8, 34
8, 33
8, 32
8, 73
8, 72
8, 71
8, 70
8, 69
8, 68
8, 67
8, 66
8, 65
8, 64
8, 105
8, 104
8, 103
8, 102
8, 101
8, 100
8, 99
8, 97
8, 96
9, 6
9, 3
9, 41
9, 40
9, 39
9, 38
9, 37
9, 36
9, 35
9, 33
9, 32
9, 73
9, 72
9, 71
9, 70
9, 69
9, 68
9, 67
9, 66
9, 65
9, 64
9, 105
9, 104
9, 103
9, 102
9, 101
9, 100
9, 99
9, 98
9, 97
9, 96
10, 9
10, 8
10, 7
10, 6
10, 5
10, 4
10, 3
10, 2
10, 1
10, 0
10, 41
10, 40
10, 39
10, 38
10, 37
10, 36
10, 35
10, 34
10, 33
10, 32
10, 73
10, 72
10, 71
10, 70
10, 69
10, 68
10, 67
10, 66
10, 65
10, 64
10, 105
10, 104
10, 103
10, 102
10, 100
10, 99
10, 98
10, 97
10, 96
11, 9
11, 8
11, 7
11, 6
11, 4
11, 3
11, 2
11, 1
11, 0
11, 41
11, 39
11, 38
11, 37
11, 36
11, 35
11, 34
11, 33
11, 32
11, 73
11, 72
11, 70
11, 68
11, 67
11, 65
11, 64
11, 105
11, 103
11, 102
11, 101
11, 100
11, 99
11, 98
