19, 2264
19, 2264
19, 2648880
19, 2648880
19, 2648880
51, 2648880
19, 2648880
51, 2648880
51, 2648880
19, 2648880
51, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
19, 2648880
19, 2648880
3, 58275360
19, 58275360
99, 58275360
19, 5516523
19, 18631462
99, 18631462
19, 18523025
51, 18523025
51, 18631462
19, 18631462
19, 18631462
51, 18631462
55, 18631462
19, 18631462
18, 18631462
18, 37262924
18, 37262924
2, 37262924
22, 37262924
18, 37262924
18, 37262924
2, 37262924
22, 37262924
18, 37262924
18, 37262924
2, 37262924
22, 37262924
18, 37262924
18, 37262924
2, 37262924
22, 37262924
19, 37262924
19, 37262924
99, 37262924
19, 18631462
99, 18631462
19, 58275360
99, 58275360
111, 2648880
19, 108437
111, 108437
55, 2648880
19, 2648880
19, 2648880
51, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
19, 2648880
19, 2648880
3, 21191040
19, 21191040
99, 21191040
19, 14346909
19, 26882485
99, 26882485
19, 26694368
51, 26694368
51, 26882485
55, 26882485
19, 26882485
19, 26882485
51, 26882485
55, 26882485
19, 26882485
55, 26882485
19, 26882485
18, 26882485
18, 26882485
2, 26882485
14, 26882485
22, 26882485
55, 26882485
19, 26882485
19, 26882485
51, 26882485
55, 26882485
19, 26882485
18, 26882485
18, 53764970
18, 53764970
2, 53764970
22, 53764970
18, 53764970
18, 53764970
2, 53764970
22, 53764970
18, 53764970
18, 53764970
2, 53764970
22, 53764970
18, 53764970
18, 53764970
2, 53764970
22, 53764970
19, 53764970
19, 53764970
99, 53764970
19, 26882485
99, 26882485
19, 21191040
99, 21191040
111, 2648880
19, 188117
111, 188117
6, 2648880
6, 2648880
6, 2648880
6, 2648880
6, 2648880
6, 2648880
6, 2648880
6, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
18, 5297760
18, 5297760
18, 5297760
18, 5297760
2, 5297760
2, 5297760
6, 5297760
2, 5297760
10, 5297760
2, 5297760
14, 5297760
2, 5297760
2, 5297760
10, 5297760
19, 5297760
51, 5297760
35, 5297760
2, 5297760
2, 5297760
14, 5297760
14, 5297760
14, 5297760
22, 5297760
22, 5297760
22, 5297760
22, 5297760
18, 5297760
18, 5297760
18, 5297760
18, 5297760
2, 5297760
2, 5297760
6, 5297760
2, 5297760
10, 5297760
2, 5297760
14, 5297760
2, 5297760
2, 5297760
10, 5297760
19, 5297760
51, 5297760
35, 5297760
2, 5297760
2, 5297760
14, 5297760
14, 5297760
14, 5297760
22, 5297760
22, 5297760
22, 5297760
22, 5297760
18, 5297760
18, 5297760
18, 5297760
18, 5297760
2, 5297760
2, 5297760
6, 5297760
2, 5297760
10, 5297760
2, 5297760
14, 5297760
2, 5297760
2, 5297760
10, 5297760
19, 5297760
51, 5297760
35, 5297760
2, 5297760
2, 5297760
14, 5297760
14, 5297760
14, 5297760
22, 5297760
22, 5297760
22, 5297760
22, 5297760
18, 5297760
18, 5297760
18, 5297760
18, 5297760
2, 5297760
2, 5297760
6, 5297760
2, 5297760
10, 5297760
2, 5297760
14, 5297760
2, 5297760
2, 5297760
10, 5297760
19, 5297760
51, 5297760
35, 5297760
2, 5297760
2, 5297760
14, 5297760
14, 5297760
14, 5297760
22, 5297760
22, 5297760
22, 5297760
22, 5297760
19, 5297760
19, 5297760
19, 5297760
19, 5297760
19, 5297760
99, 5297760
6, 2648880
6, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
55, 2648880
19, 2648880
18, 2648880
18, 2648880
18, 2648880
18, 2648880
2, 2648880
2, 2648880
2, 2648880
2, 2648880
2, 2648880
6, 2648880
14, 2648880
14, 2648880
22, 2648880
22, 2648880
22, 2648880
19, 2648880
99, 2648880
55, 2264
19, 2264
18, 2264
55, 2264
19, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
26, 2264
35, 2264
6, 2264
22, 2264
115, 2264
